Sale_Price,Gr_Liv_Area,Year_Built,Total_Bsmt_SF,Garage_Area,Lot_Area,Overall_Qual,Overall_Cond,Central_Air,Full_Bath,Bedroom_AbvGr
290000,2400,2003,1082,730,13262,Very_Good,Average,1,3,4
255900,1606,2006,1598,871,9658,Very_Good,Average,1,2,3
213000,1358,2005,1358,484,6904,Above_Average,Average,1,2,2
196000,1306,2005,1306,624,5381,Above_Average,Average,1,2,1
184500,1306,2005,1306,624,5122,Above_Average,Average,1,2,1
212500,1358,2007,1350,484,10307,Good,Average,1,2,2
230000,1314,2007,1314,626,5001,Good,Average,1,2,2
552000,2492,2004,2492,949,14836,Very_Excellent,Average,1,2,2
382500,2200,2003,2200,685,15262,Very_Good,Average,1,2,3
320000,1884,2008,1884,649,7390,Excellent,Average,1,2,2
248500,1456,2008,1451,539,6472,Excellent,Average,1,2,2
286500,1712,2002,1712,701,16770,Very_Good,Average,1,2,3
254000,1324,2006,1324,550,6240,Very_Good,Average,1,2,2
173000,1405,2003,1405,478,3480,Good,Average,1,2,2
173000,1626,2003,764,474,2268,Good,Average,1,2,2
184000,1456,2005,728,390,10928,Good,Average,1,2,3
167800,1490,2005,745,392,8918,Above_Average,Average,1,2,3
174000,1484,2005,742,390,12589,Above_Average,Average,1,2,3
174000,1560,2005,684,400,11911,Above_Average,Average,1,2,3
174000,1555,2007,1373,660,3684,Good,Average,1,2,2
175900,1569,2007,1386,660,3635,Good,Average,1,2,1
192500,1555,2005,1373,430,3182,Good,Average,1,2,2
181000,1504,2005,1346,457,3182,Good,Average,1,2,1
180000,1220,2005,1220,397,3182,Good,Average,1,2,2
160200,1145,2005,1145,397,3182,Good,Average,1,2,2
188500,1432,2004,716,432,7795,Good,Average,1,2,3
200000,2267,2002,1010,390,8068,Above_Average,Average,1,2,4
170000,1374,2004,384,400,9434,Good,Average,1,2,3
189500,1630,2004,868,436,7984,Good,Average,1,2,3
184100,1419,2002,408,527,7750,Very_Good,Average,1,2,3
195500,1594,2004,846,434,10125,Good,Average,1,2,3
192000,1489,2003,782,400,8965,Good,Average,1,2,3
178000,1342,2003,698,393,8174,Good,Average,1,2,3
207500,1314,2007,1314,626,5063,Good,Average,1,2,2
236000,2256,2000,952,554,8795,Good,Average,1,2,4
257500,2004,2002,870,644,12891,Very_Good,Average,1,2,4
244000,2054,2000,992,390,12224,Above_Average,Average,1,2,3
167000,1374,2004,384,400,9734,Good,Average,1,2,3
179000,1800,2000,982,463,8123,Above_Average,Average,1,2,3
190000,1514,2000,794,394,8433,Above_Average,Average,1,2,3
156000,1430,1999,384,400,7750,Good,Average,1,2,3
245000,2312,1999,1177,658,15896,Good,Average,1,2,4
181000,1675,1999,841,502,24682,Above_Average,Average,1,2,3
214000,2060,1999,992,390,8755,Good,Average,1,2,3
168000,1430,1999,384,410,7848,Good,Above_Average,1,2,3
337000,2365,1999,1252,856,9430,Very_Good,Average,1,2,3
403000,2794,1995,1462,810,15138,Very_Good,Average,1,2,4
327000,2687,2000,1455,810,12720,Very_Good,Average,1,2,4
340000,2450,1998,1284,1069,16545,Very_Good,Average,1,2,3
336000,2612,1998,1225,676,12203,Very_Good,Average,1,2,4
265000,2344,1996,1264,889,10208,Good,Average,1,2,3
315000,2063,1994,2024,815,10750,Very_Good,Average,1,2,3
260000,2646,1993,1347,656,9900,Good,Average,1,2,4
260000,2061,1995,1070,647,9085,Good,Average,1,2,3
263550,2232,1993,1173,623,11692,Very_Good,Average,1,2,3
402000,2448,1994,1629,711,46589,Very_Good,Good,1,2,4
248000,1850,1994,973,467,29959,Good,Above_Average,1,2,3
244600,1468,2008,1468,898,9612,Very_Good,Average,1,2,3
275000,1696,2008,1696,972,11194,Very_Good,Average,1,2,3
257500,1658,2008,1614,726,10206,Very_Good,Average,1,2,3
287090,1578,2008,1573,840,9262,Very_Good,Average,1,2,3
275500,1702,2007,1702,844,10130,Very_Good,Average,1,2,3
245000,1432,2006,1422,492,9139,Very_Good,Average,1,2,3
253000,1971,2005,1113,689,9675,Good,Average,1,2,3
468000,2490,2005,2458,795,11128,Excellent,Average,1,2,2
252678,1852,2009,900,644,8640,Good,Average,1,2,3
210000,1590,2008,768,676,9000,Very_Good,Average,1,2,3
208300,1218,2009,1218,676,7862,Above_Average,Average,1,2,2
225000,1436,2008,1436,529,7993,Good,Average,1,2,3
229456,1314,2009,1300,552,8640,Very_Good,Average,1,2,3
229800,1402,2008,1402,625,8640,Good,Average,1,2,3
250000,1530,2007,1530,984,12606,Excellent,Average,1,2,3
370878,1766,2009,1766,478,9187,Excellent,Average,1,2,2
238500,1448,2006,1372,692,7500,Very_Good,Average,1,2,2
310000,2007,2008,1017,812,11003,Very_Excellent,Average,1,2,3
270000,1795,2006,900,782,10603,Very_Good,Average,1,2,3
252000,1953,2005,1082,1043,10574,Very_Good,Average,1,2,3
241000,1550,2006,1092,438,8125,Good,Average,1,2,2
264500,1836,2008,1836,517,8125,Very_Good,Average,1,2,3
291000,1662,2006,1652,711,10625,Good,Average,1,2,3
263000,2094,2003,912,615,9375,Good,Average,1,2,4
185000,1221,2004,1221,400,7500,Good,Average,1,2,2
234500,1553,2003,1553,588,8736,Good,Average,1,2,3
209000,1653,2003,812,628,8127,Good,Average,1,2,3
159000,1218,2007,1218,576,9605,Good,Above_Average,1,1,3
152000,1141,2006,1141,484,7500,Good,Average,1,1,3
143500,1158,2004,1158,0,7500,Above_Average,Average,1,1,3
193000,1812,2004,835,478,10628,Good,Average,1,2,3
203000,1512,2004,1512,845,10141,Very_Good,Average,1,2,3
184900,1200,2003,1176,555,10083,Good,Average,1,2,2
159000,1114,2004,1114,576,13072,Good,Average,1,1,3
142000,1114,2004,1114,0,13072,Average,Average,1,1,3
153000,1114,2003,1114,576,12450,Average,Average,1,2,3
224243,1450,2008,1450,788,7328,Good,Average,1,2,2
220000,2122,1996,913,559,11492,Good,Average,1,2,4
257000,1844,2005,1844,620,10994,Very_Good,Average,1,2,2
189000,1434,2001,1454,527,8529,Good,Average,1,2,3
171500,1730,1992,816,528,7703,Above_Average,Above_Average,1,2,3
120000,1217,1980,626,288,10762,Above_Average,Above_Average,1,1,3
145000,1332,1990,1332,542,7175,Above_Average,Average,1,2,2
184000,1540,1994,754,495,9109,Good,Average,1,2,3
162000,1400,1986,676,465,10274,Above_Average,Good,1,2,3
160000,1882,1981,0,612,8250,Above_Average,Good,1,2,4
82000,841,1950,721,294,8400,Below_Average,Below_Average,1,1,2
76000,784,1928,784,360,9000,Above_Average,Fair,0,1,2
110000,980,1962,980,400,9750,Average,Average,1,1,3
135000,980,1977,980,484,7064,Average,Above_Average,1,1,3
141000,864,1961,864,732,8499,Average,Above_Average,1,1,3
122000,864,1961,864,440,9079,Average,Average,1,1,2
124100,1020,1965,1024,288,9316,Average,Average,1,2,3
129000,912,1963,912,300,7791,Average,Very_Good,1,1,3
131400,1144,1961,864,264,10000,Average,Above_Average,1,1,3
62383,864,1965,864,360,8281,Average,Average,1,1,3
123000,912,1962,912,252,7150,Average,Above_Average,1,1,3
275000,2014,1980,2014,864,15676,Very_Good,Very_Good,1,2,2
235000,1755,1991,975,524,11949,Good,Very_Good,1,2,3
280750,3005,2004,1376,704,2880,Good,Average,1,2,3
164500,1224,2009,612,528,3951,Above_Average,Average,1,2,2
173733,1224,2009,612,528,3000,Above_Average,Average,1,2,2
222000,1726,2008,1726,561,3830,Above_Average,Average,1,2,2
195000,1256,2008,1145,641,4217,Above_Average,Average,1,1,1
172500,1471,1999,729,440,3230,Above_Average,Average,1,2,3
180000,1512,2000,756,440,2998,Above_Average,Average,1,2,2
156000,1452,1999,691,506,3768,Good,Average,1,2,3
172500,1739,1999,970,480,2645,Very_Good,Average,1,2,3
318750,1694,1977,1694,642,14694,Very_Good,Excellent,1,2,2
211500,1226,1981,1226,484,3782,Very_Good,Average,1,1,1
241600,1740,1981,1740,540,15417,Good,Average,1,1,2
180500,2499,1976,392,527,9600,Very_Good,Average,1,2,4
150000,1620,1976,1281,490,9991,Below_Average,Below_Average,1,2,3
154000,1556,1968,727,441,11700,Above_Average,Above_Average,1,1,4
185000,1442,1970,1442,615,11717,Above_Average,Above_Average,1,2,2
185750,1489,1968,1489,462,9156,Above_Average,Good,1,2,3
200000,2090,1973,1107,484,10382,Good,Above_Average,1,2,3
206000,2067,1974,752,784,12732,Good,Above_Average,1,2,3
162000,1395,1972,723,497,12936,Above_Average,Above_Average,1,1,3
256900,2640,1967,932,515,10400,Above_Average,Good,1,2,5
197900,1724,1967,1680,480,17871,Above_Average,Average,1,1,3
163000,1336,1969,1288,502,9600,Average,Average,1,2,3
113000,1216,1969,1216,336,9000,Above_Average,Average,1,1,3
230000,2288,1977,908,520,13774,Good,Good,1,1,4
167900,1334,1977,1350,630,9650,Above_Average,Average,1,2,2
213250,1680,1998,1650,583,10140,Good,Average,1,2,3
227000,1665,2001,810,528,8400,Very_Good,Above_Average,1,2,3
130000,864,1967,864,312,7130,Average,Above_Average,1,1,2
143000,1568,1967,1568,440,9600,Average,Average,1,1,3
117500,925,1965,925,429,9100,Average,Above_Average,1,1,2
168500,2061,1974,1165,498,9600,Good,Average,1,2,4
172500,1320,1971,1232,495,16500,Above_Average,Average,1,2,3
161500,1342,1967,1372,457,9790,Above_Average,Average,1,2,3
141500,894,1960,894,396,7436,Below_Average,Good,1,1,2
118000,864,1959,864,308,8125,Average,Good,1,1,3
127500,864,1959,864,300,9100,Above_Average,Above_Average,1,1,2
140000,1362,1957,1040,768,9450,Below_Average,Average,1,1,3
177625,1728,1956,1048,576,13495,Average,Above_Average,1,2,3
110000,1776,1958,1584,888,11475,Average,Average,1,2,4
167000,1516,1964,1516,472,10004,Above_Average,Above_Average,1,1,3
153000,1313,1961,1313,610,9350,Average,Above_Average,1,1,3
145100,1292,1964,1292,520,10500,Average,Average,1,1,3
154000,1154,1966,1154,480,11000,Average,Above_Average,1,1,3
177500,2140,1965,744,549,8970,Average,Above_Average,1,2,4
158000,1445,1964,1127,645,12095,Above_Average,Above_Average,1,1,3
124500,1041,1959,1041,270,9600,Average,Above_Average,1,1,3
174500,1576,1961,1208,368,11475,Above_Average,Above_Average,1,1,4
122000,960,1955,960,330,9768,Average,Average,1,1,2
82500,708,1940,420,0,5330,Below_Average,Good,1,1,2
110000,1203,1950,709,352,7015,Average,Below_Average,1,1,3
149500,1505,1953,1505,505,12160,Above_Average,Below_Average,1,1,2
175000,1691,1967,1680,550,9900,Above_Average,Average,1,1,2
167000,1644,1953,1416,418,9600,Above_Average,Average,1,1,3
128900,1050,1956,1050,338,9600,Average,Above_Average,1,1,2
140000,1668,1950,856,271,9600,Above_Average,Very_Good,1,1,3
147000,1113,1950,1113,264,9600,Average,Good,1,1,3
124000,1584,1967,1584,792,8944,Average,Average,1,2,4
187500,1453,1961,1453,530,10573,Above_Average,Above_Average,1,2,3
159000,1394,1963,1394,514,9500,Above_Average,Average,1,1,3
256000,1567,1966,1562,542,14695,Above_Average,Very_Good,1,2,2
205000,1986,1965,768,486,13600,Good,Above_Average,1,2,3
193500,2142,1968,896,509,13000,Above_Average,Above_Average,1,2,4
110000,1392,1968,1392,576,13560,Above_Average,Fair,1,1,2
104900,1738,1920,715,368,12513,Below_Average,Below_Average,1,2,4
150000,1144,1956,1169,286,8760,Average,Good,1,1,3
156500,1478,1957,1478,442,8400,Above_Average,Fair,1,1,3
176000,1329,1960,1329,441,12285,Good,Above_Average,1,1,3
149500,988,1959,988,297,9240,Above_Average,Very_Good,1,2,3
139000,1632,1958,1240,338,9600,Above_Average,Above_Average,1,2,3
155000,1215,1958,1215,297,12400,Above_Average,Good,1,1,3
120000,1202,1956,1202,304,8750,Average,Average,1,1,3
153000,1382,1955,1382,350,8750,Average,Average,1,1,3
144000,1200,1956,1200,294,10400,Below_Average,Average,1,1,3
176000,1382,1962,1362,884,19296,Above_Average,Average,1,1,3
153000,1297,1954,1297,498,8532,Average,Above_Average,1,1,3
135000,1866,1958,1866,495,9482,Average,Below_Average,1,2,4
131000,1062,1954,1062,297,8128,Above_Average,Good,1,1,3
123000,1319,1953,608,270,10634,Average,Above_Average,1,1,3
126000,1112,1951,631,480,13070,Average,Average,1,1,2
115000,1005,1955,1005,672,10434,Below_Average,Average,1,1,2
164900,1363,1951,1008,288,14559,Average,Good,1,1,2
113000,793,1945,793,240,8480,Average,Above_Average,1,1,2
145500,1031,1952,1031,230,7626,Average,Very_Good,1,1,2
102900,1210,1953,0,616,9533,Average,Average,1,1,2
95000,1699,1900,978,420,10615,Fair,Average,1,2,3
152500,1527,1948,699,410,11419,Good,Good,1,1,3
129900,1200,1950,1200,246,9600,Average,Above_Average,1,1,3
132000,972,1948,972,240,8000,Above_Average,Above_Average,1,1,2
99900,792,1958,792,366,5470,Fair,Average,1,1,2
135000,1656,1916,660,180,10410,Average,Good,1,2,3
149000,1352,1939,676,720,10800,Average,Good,1,2,4
114000,1039,1900,405,281,8146,Below_Average,Very_Good,1,1,2
109500,792,1924,768,240,9022,Average,Very_Good,1,1,2
125000,1078,1925,1054,264,10230,Average,Good,1,1,3
142900,2377,1915,1313,528,10410,Below_Average,Average,1,2,3
156500,1690,1910,560,624,7200,Good,Excellent,1,2,4
59000,599,1940,416,0,5400,Poor,Average,0,1,2
105000,1374,1920,840,338,5400,Below_Average,Above_Average,1,1,2
106000,846,1920,720,576,10800,Average,Good,0,1,2
78500,725,1890,630,320,10800,Fair,Average,1,1,1
190000,2544,1969,1248,907,9671,Above_Average,Average,1,2,6
154000,1380,1963,1380,364,10143,Above_Average,Good,1,1,3
163000,1040,1967,1040,480,11500,Above_Average,Below_Average,1,1,3
200000,2634,1969,1248,968,11643,Average,Average,1,2,6
143500,951,1958,951,480,8010,Above_Average,Excellent,1,1,2
135000,1105,1957,1105,308,10454,Above_Average,Above_Average,1,1,3
153000,1306,1957,992,756,8712,Average,Good,1,1,2
157500,1478,1960,1478,498,17600,Above_Average,Average,1,2,3
113500,1142,1958,160,384,9000,Above_Average,Above_Average,1,1,2
133000,1268,1949,832,288,12144,Average,Good,1,1,3
92900,1040,1950,0,400,8544,Fair,Below_Average,0,2,2
128500,1133,1950,795,900,8064,Above_Average,Average,0,1,3
90000,1040,1949,0,420,7200,Below_Average,Average,0,2,2
138000,1904,1950,1208,240,7200,Average,Below_Average,1,1,3
128000,1041,1958,1041,294,7350,Average,Above_Average,1,1,3
139000,1339,1958,1029,294,7560,Average,Above_Average,1,1,3
118900,732,1952,732,240,7200,Average,Good,1,1,2
138000,1183,1959,528,288,8000,Average,Average,1,1,3
132500,1148,1959,1148,672,7931,Average,Average,1,1,3
133500,1461,1949,832,384,10800,Below_Average,Good,1,2,4
135000,1495,1948,864,576,8064,Above_Average,Good,1,1,3
144750,1806,1964,780,483,7570,Above_Average,Average,1,1,4
145000,941,1978,941,564,8604,Average,Good,1,1,2
127000,1045,1963,1045,264,7936,Above_Average,Above_Average,1,1,3
109500,894,1962,894,308,6600,Average,Average,0,1,2
115000,1224,1926,818,210,3950,Above_Average,Very_Good,1,1,3
110000,1230,1910,440,440,10440,Average,Above_Average,1,1,2
128900,1378,1935,901,162,4080,Above_Average,Very_Good,1,1,3
103500,1944,1910,972,324,10307,Above_Average,Average,0,2,4
66500,1131,1941,676,200,5720,Average,Above_Average,1,1,3
130000,1306,1910,240,472,15660,Average,Very_Good,1,1,3
129000,1464,1910,504,0,9900,Average,Very_Good,1,2,3
150000,1558,1939,690,400,6406,Average,Above_Average,1,1,3
107500,2372,1892,994,432,6600,Average,Below_Average,0,2,4
94550,1701,1920,600,0,7627,Below_Average,Above_Average,0,2,4
124500,1960,1952,960,400,7596,Average,Average,1,2,4
135000,1389,1946,651,240,3378,Good,Very_Good,1,1,3
103000,1447,1910,801,0,10134,Average,Average,0,1,3
93000,936,1953,936,576,6000,Below_Average,Below_Average,0,1,2
129500,1328,1950,768,308,6000,Average,Good,1,1,3
93000,1387,1954,811,256,6000,Average,Below_Average,1,2,3
80000,861,1920,861,288,7404,Below_Average,Above_Average,1,1,2
45000,612,1940,0,308,5925,Poor,Below_Average,0,1,1
37900,968,1910,600,0,5925,Fair,Above_Average,0,1,2
91300,886,1938,190,273,5784,Average,Very_Good,1,1,2
99500,792,1923,624,287,8520,Average,Very_Good,1,1,2
113000,1452,1920,736,0,4456,Below_Average,Average,1,2,2
87500,1510,1910,677,720,9600,Below_Average,Below_Average,1,2,3
110000,1284,1947,720,240,3500,Average,Good,1,1,2
106000,2138,1898,849,360,8100,Average,Average,0,2,2
265979,2640,1880,1240,864,11700,Good,Good,0,1,4
160000,2007,1900,917,357,8400,Above_Average,Good,1,2,3
119000,1288,1917,624,280,3600,Above_Average,Good,1,1,3
168000,1742,1882,916,424,17671,Very_Good,Excellent,1,1,4
58500,816,1910,624,0,3300,Below_Average,Fair,1,1,2
143000,1482,1920,650,324,9000,Good,Excellent,1,1,3
85000,1022,1910,1022,280,7200,Average,Below_Average,0,1,2
124900,1869,1890,1088,456,8820,Average,Above_Average,1,1,2
119000,1480,1920,972,207,5400,Above_Average,Above_Average,1,1,3
146500,1521,1910,741,640,9720,Above_Average,Good,1,1,4
34900,720,1920,720,0,7879,Below_Average,Average,0,1,2
44000,797,1900,245,0,9392,Fair,Fair,0,1,2
223500,1576,1923,1324,528,21384,Average,Above_Average,1,1,3
149000,1432,1923,1022,216,6615,Above_Average,Above_Average,0,1,3
205000,1548,1925,952,672,7264,Good,Good,0,2,3
137000,1654,1930,297,336,4960,Average,Good,1,2,3
121000,952,1916,952,192,8854,Above_Average,Above_Average,0,1,2
128000,1324,1936,672,240,6000,Below_Average,Above_Average,1,1,3
134900,1176,1937,698,624,6000,Above_Average,Excellent,1,1,2
117000,1348,1925,884,216,6000,Average,Very_Good,1,1,3
132500,1412,1939,780,280,6000,Above_Average,Above_Average,1,1,4
93000,1142,1924,468,320,6000,Average,Average,1,1,3
119000,904,1926,884,180,6000,Above_Average,Good,1,1,2
100000,1301,1924,1145,440,6911,Average,Average,1,1,2
141500,1539,1936,927,576,6120,Average,Above_Average,1,1,3
133000,1573,1935,884,240,6120,Below_Average,Good,1,1,3
60000,800,1936,264,0,6120,Poor,Fair,0,1,1
105000,875,1931,715,180,6120,Average,Good,1,1,2
115000,995,1925,960,264,6120,Average,Above_Average,1,1,2
150000,1582,1938,952,250,6120,Average,Above_Average,1,2,3
126500,1072,1925,1072,1184,8635,Average,Average,1,1,2
214500,2134,1916,844,441,11888,Above_Average,Above_Average,0,2,5
167500,2019,1910,728,532,11414,Good,Very_Good,0,1,3
155000,1768,1915,1048,576,8094,Above_Average,Above_Average,1,2,3
155000,1826,1915,910,164,2500,Good,Very_Good,1,1,4
179900,1944,1915,672,216,9928,Good,Very_Good,1,2,3
104000,2229,1912,755,0,5520,Above_Average,Above_Average,1,1,5
62500,2128,1922,1040,0,3000,Average,Very_Poor,0,2,4
149000,1930,1927,720,316,6876,Above_Average,Average,1,2,4
103000,1208,1925,780,539,6240,Below_Average,Average,1,1,2
123000,1427,1915,483,379,5775,Above_Average,Good,1,1,3
97500,1864,1902,1020,0,5852,Good,Average,0,2,6
135000,1666,1927,1204,384,5160,Above_Average,Above_Average,1,1,3
70000,892,1923,858,0,5160,Below_Average,Above_Average,1,1,1
116000,1403,1915,698,308,10320,Above_Average,Good,1,1,3
88750,704,1946,560,220,4280,Below_Average,Excellent,1,1,2
179000,1200,1987,1200,0,10800,Average,Average,1,3,3
179000,1200,1987,1200,0,10800,Average,Average,1,3,3
159900,1152,1978,1152,252,10547,Average,Average,1,2,2
61000,904,1922,683,0,10020,Very_Poor,Very_Poor,0,0,1
103600,1369,1925,672,300,6629,Above_Average,Above_Average,0,2,3
63000,1112,1934,585,226,9780,Average,Fair,0,2,4
175000,1464,1963,520,480,12886,Average,Above_Average,1,2,3
139000,1121,1963,1121,480,8816,Average,Above_Average,1,1,3
172500,1683,1978,918,440,11184,Above_Average,Average,1,2,3
113500,1052,1967,1052,668,11625,Average,Above_Average,1,1,3
130000,899,1967,864,288,7800,Average,Good,1,1,3
149900,1034,1978,456,504,8014,Above_Average,Average,1,1,3
134900,858,1982,858,576,7252,Average,Average,1,1,2
137000,860,1982,840,528,8740,Average,Above_Average,1,1,2
139000,1092,1962,1092,288,11616,Average,Average,1,1,3
165000,1774,1961,552,384,15400,Average,Average,1,2,4
148000,1138,1960,1138,480,15312,Above_Average,Average,1,1,3
165000,2071,1956,825,336,15584,Average,Average,1,1,4
63900,660,1947,0,0,9000,Poor,Poor,0,1,2
161500,1788,1957,1104,304,11250,Below_Average,Average,1,1,5
143000,1473,1968,1437,452,25095,Average,Very_Good,1,1,1
135000,1229,1956,1134,284,17140,Below_Average,Above_Average,1,1,3
82500,861,1940,861,539,12342,Below_Average,Average,1,1,1
190000,1867,1955,1617,303,10708,Average,Average,1,1,2
139600,1733,1955,0,452,13680,Fair,Average,1,2,4
122000,1383,1954,0,498,15635,Below_Average,Average,1,1,2
127500,1689,1956,1436,480,9855,Above_Average,Average,1,1,3
121500,1073,1956,1073,340,9571,Average,Average,1,1,2
60000,1276,1958,1276,350,9571,Average,Fair,1,1,3
154400,1639,1946,747,240,9350,Above_Average,Good,1,1,3
113000,672,1941,672,234,9340,Below_Average,Above_Average,1,1,2
125000,1089,1954,1089,252,7440,Average,Above_Average,1,1,3
84000,845,1957,0,290,11500,Below_Average,Fair,0,1,3
139500,1049,1984,1049,266,4235,Average,Average,1,2,2
131000,1716,1949,768,281,11409,Average,Below_Average,1,1,3
105000,1258,1939,560,280,9060,Above_Average,Average,1,1,2
108000,1510,1940,755,296,9084,Below_Average,Average,1,1,4
162000,1061,1990,1054,462,10778,Good,Above_Average,1,1,1
156500,1338,1983,520,576,19255,Above_Average,Average,1,1,2
316600,2132,1983,1496,612,12327,Very_Good,Very_Good,1,1,1
271900,2196,1990,2158,701,14684,Good,Good,1,2,3
213000,1775,1993,740,425,9317,Good,Average,1,2,3
239900,1879,1993,1079,473,10560,Good,Average,1,2,3
239500,2020,1995,1128,466,9828,Very_Good,Average,1,2,3
131000,2016,1880,0,576,26400,Average,Good,1,1,4
118964,1535,1979,0,410,7018,Average,Average,1,2,4
153337,1224,1979,1086,528,7018,Average,Average,1,0,2
147983,2228,1979,0,720,7018,Average,Average,1,2,6
118858,1535,1979,0,400,7018,Average,Average,1,2,4
118858,1535,1979,0,400,7018,Average,Average,1,2,4
142953,2240,1979,0,528,7018,Average,Average,1,2,6
148325,1229,1979,1094,672,7040,Average,Average,1,0,2
113722,1513,1979,0,400,7007,Average,Average,1,2,4
269500,2787,2000,1168,820,11855,Good,Average,1,4,6
269500,2787,2000,1168,820,7939,Good,Average,1,4,6
269500,2787,2000,1168,820,7976,Good,Average,1,4,6
323262,1680,2009,1555,1138,10933,Excellent,Average,1,1,1
297000,1718,2007,1705,826,10637,Very_Good,Average,1,2,3
295493,1630,2008,1622,860,10226,Very_Good,Average,1,2,3
332000,1720,2008,1720,846,10816,Excellent,Average,1,2,3
239900,1468,2008,1468,904,9178,Very_Good,Average,1,2,3
212000,1768,2007,866,578,10769,Very_Good,Average,1,2,3
272500,1838,2007,1838,524,11422,Very_Good,Average,1,2,3
239000,1800,2007,1800,702,11923,Excellent,Average,1,2,2
220000,1604,2006,1604,660,8814,Good,Average,1,2,3
200000,1290,2007,1282,662,6762,Good,Average,1,2,2
221800,1254,2008,1254,810,10324,Very_Good,Average,1,2,2
194500,1232,2007,1232,632,7314,Good,Average,1,2,2
237000,1498,2005,1498,844,11645,Very_Good,Average,1,2,3
173000,1422,2005,704,440,11646,Above_Average,Average,1,2,3
275000,1644,1989,1518,569,12800,Good,Average,1,2,2
233500,1759,1992,1449,525,16698,Good,Average,1,2,3
185000,2126,1967,1013,538,28698,Average,Average,1,2,3
152000,1040,1996,1040,576,12464,Average,Average,1,1,3
143000,990,1994,990,440,9757,Average,Good,1,1,3
231500,1764,1997,928,470,15426,Above_Average,Average,1,2,3
212000,1661,1996,799,550,10667,Good,Above_Average,1,2,3
207000,1463,1998,1463,539,14753,Good,Average,1,2,3
145000,1097,1994,1097,672,10859,Average,Average,1,1,3
138000,990,1994,990,480,8072,Average,Average,1,1,3
197900,1779,1998,866,546,10400,Good,Average,1,2,3
204000,1501,1999,1490,577,10335,Good,Average,1,2,3
192000,1431,1999,1431,666,9017,Good,Average,1,2,3
200000,1772,1998,928,492,8750,Above_Average,Average,1,2,3
195000,1660,2002,831,493,8935,Good,Average,1,2,3
227000,1573,2002,1573,544,9808,Good,Average,1,2,3
230000,1840,2001,944,622,12420,Good,Average,1,2,3
187100,1430,2001,1413,605,16285,Good,Average,1,2,3
203000,1444,2002,1431,577,10739,Good,Average,1,2,3
201000,1492,2001,1492,608,11166,Good,Average,1,2,3
124000,1040,1978,1040,0,8430,Average,Average,1,2,3
140000,907,1978,907,343,16269,Average,Average,1,1,3
134900,914,1979,914,444,6950,Average,Good,1,1,2
150500,1040,1977,1040,484,8800,Average,Good,1,2,3
136500,864,1978,864,336,7000,Average,Very_Good,1,1,3
143500,1268,1977,1268,252,9286,Average,Good,1,1,3
133500,864,1972,864,338,15523,Average,Above_Average,1,1,3
123000,894,1972,894,600,7200,Average,Average,1,1,2
133900,768,1972,768,396,7200,Average,Very_Good,1,1,2
133000,768,1972,768,396,8445,Average,Good,1,1,2
250000,1611,2002,1569,1231,11664,Good,Average,1,2,3
254750,2184,2003,1068,570,12334,Very_Good,Average,1,2,4
236500,1788,2001,1753,522,11838,Very_Good,Average,1,2,3
261500,1872,2001,1299,531,11885,Very_Good,Average,1,2,3
313000,2153,2000,1440,736,11050,Excellent,Average,1,2,3
198500,1725,2002,840,550,8749,Good,Average,1,2,3
211000,1870,2001,944,608,11250,Good,Average,1,2,3
220000,1513,1999,1462,521,15750,Very_Good,Average,1,2,2
203000,1504,1996,1504,478,11883,Good,Average,1,2,3
279500,1828,2002,1822,523,12782,Very_Good,Average,1,2,3
210000,1417,1997,1417,511,8750,Good,Average,1,2,3
219500,2034,1997,1057,645,9375,Good,Average,1,2,3
191000,1716,1996,880,512,8750,Good,Average,1,2,2
178000,1212,2001,1212,573,9100,Good,Average,1,2,3
213000,1630,2000,1630,451,9750,Good,Average,1,2,3
144000,848,2003,848,420,4435,Above_Average,Average,1,1,1
140000,848,2003,848,420,4435,Above_Average,Average,1,1,1
293200,1602,2007,1578,810,10200,Very_Good,Average,1,2,3
190000,1728,2004,864,572,9313,Good,Average,1,2,3
190000,1500,2004,1500,570,8487,Good,Average,1,2,3
173500,1476,2005,738,540,8633,Above_Average,Average,1,2,3
170000,1396,2007,608,440,11069,Above_Average,Average,1,2,3
108000,1126,1949,0,520,8777,Below_Average,Average,1,2,2
167000,1486,1964,1486,480,9937,Average,Good,1,1,3
100000,816,1938,816,288,8877,Below_Average,Above_Average,1,1,2
198500,1922,2003,0,672,7301,Good,Average,1,3,4
159500,1426,1977,690,440,7950,Above_Average,Above_Average,1,1,3
127000,1149,1960,1014,544,10682,Below_Average,Above_Average,1,1,3
125000,1125,1976,1041,352,7200,Above_Average,Above_Average,1,1,3
320000,1698,2007,1698,768,13286,Excellent,Average,1,2,3
145500,1072,2005,547,525,3675,Above_Average,Average,1,1,2
118000,698,1947,698,0,9405,Average,Excellent,1,1,2
85000,876,1959,876,320,6410,Below_Average,Average,1,1,3
120000,1368,1950,1078,195,11767,Average,Average,1,1,3
98000,1529,1945,0,240,8405,Below_Average,Fair,0,2,4
99900,864,1922,864,0,4060,Average,Very_Good,1,1,2
82000,944,1952,0,528,10206,Fair,Fair,0,1,2
119900,1678,1959,1678,0,10926,Average,Average,1,2,6
103500,1560,1956,1150,313,11767,Average,Average,1,1,2
112000,960,1956,672,288,8926,Below_Average,Fair,1,1,3
110000,1196,1920,684,528,12354,Above_Average,Very_Good,1,1,3
